Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Precipitation amount (mm),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2021,1,12,19:00,UTC,,1005.2,0,85,0,14,-6.3,-8.4,,91,11.5,6.3
2021,1,12,20:00,UTC,,1006.2,0.1,85,0,14,-6.4,-8.5,,93,10.7,6.8
2021,1,12,21:00,UTC,,1007.2,0,85,0,14,-6.8,-8.9,,95,11.1,7.1
2021,1,12,22:00,UTC,,1008.3,0,84,0,14,-7,-9.3,,98,10.7,6.4
2021,1,12,23:00,UTC,,1009.1,0.1,83,0.5,14,-7,-9.3,,94,10.2,6.4
2021,1,13,00:00,UTC,,1010.1,0,85,0,14,-7.1,-9.2,,84,8.1,4.2
2021,1,13,01:00,UTC,,1011,0.4,87,0.5,14,-7.7,-9.6,,65,6.3,2.8
2021,1,13,02:00,UTC,,1012,0.3,85,0,14,-8.5,-10.6,,74,6.8,2.9
2021,1,13,03:00,UTC,,1012.6,0.1,84,0,14,-8.8,-10.9,,79,7.1,3
2021,1,13,04:00,UTC,,1013.3,0,84,0,14,-9.1,-11.3,,73,6.8,2.7
2021,1,13,05:00,UTC,,1014.3,0.1,82,0,15,-9.4,-11.9,,69,7.6,3.2
2021,1,13,06:00,UTC,,1015.3,0,81,0,15,-9.8,-12.5,,59,5.7,3
2021,1,13,07:00,UTC,,1016.2,0,80,0,15,-10.4,-13.2,,67,6,2.7
2021,1,13,08:00,UTC,,1017.3,0,79,0,15,-11.3,-14.2,,64,5.3,2.6
2021,1,13,09:00,UTC,,1018.1,0,76,0,15,-11.4,-14.8,,72,5.5,2.5
2021,1,13,10:00,UTC,,1018.8,0,76,0,15,-11.6,-15,,64,5.2,2.9
2021,1,13,11:00,UTC,,1019.3,0,77,0,15,-12,-15.3,,68,5.8,2.7
2021,1,13,12:00,UTC,,1019.5,0,77,0,15,-11.9,-15.1,,66,5.9,2.6
2021,1,13,13:00,UTC,,1019.9,0,77,0,15,-12.9,-16,,62,5.6,2.8
2021,1,13,14:00,UTC,,1020.7,0,78,0,15,-13.7,-16.7,,63,5,2.5
2021,1,13,15:00,UTC,,1021.2,0,79,0,15,-14.3,-17.1,,53,5.5,2.9
2021,1,13,16:00,UTC,,1021.6,0,81,0,15,-14.3,-16.9,,57,4.5,2.2
2021,1,13,17:00,UTC,,1022.3,0,80,0,15,-14.4,-17,,53,4.3,2.6
2021,1,13,18:00,UTC,,1022.7,0,79,0,15,-13.7,-16.5,,46,4.3,2.7
2021,1,13,19:00,UTC,,1023.2,0,78,0,15,-13.2,-16.3,,49,4.7,2.6
2021,1,13,20:00,UTC,,1023.6,0,78,0,15,-13.2,-16.2,,48,5.1,2.7
2021,1,13,21:00,UTC,,1023.9,0,78,0,15,-13.3,-16.3,,48,4.5,3
2021,1,13,22:00,UTC,,1024.4,0,79,0,14,-13.5,-16.4,,38,4.3,2.7
2021,1,13,23:00,UTC,,1024.6,0,79,0,14,-13.7,-16.6,,47,3.7,2.4
2021,1,14,00:00,UTC,,1024.8,0,79,0,14,-14.4,-17.2,,28,4.6,3.2
2021,1,14,01:00,UTC,,1025.2,0,81,0,14,-15.3,-17.8,,33,2.4,1.5
2021,1,14,02:00,UTC,,1025.3,0,82,0,14,-16.7,-19,,28,3.8,2.6
2021,1,14,03:00,UTC,,1025.4,0,81,0,14,-17.9,-20.3,,42,4.3,2.8
2021,1,14,04:00,UTC,,1025.6,0,83,0,14,-19.1,-21.2,,58,2.9,1.7
2021,1,14,05:00,UTC,,1025.8,0,82,0,14,-19.9,-22.2,,35,2.6,1.8
2021,1,14,06:00,UTC,,1025.8,0,82,0,14,-20.6,-22.9,,29,2.8,1.8
2021,1,14,07:00,UTC,,1026.1,0,83,0,14,-21.3,-23.4,,34,3,1.8
2021,1,14,08:00,UTC,,1026.6,0,82,0,14,-22.2,-24.4,,358,2.5,1.5
2021,1,14,09:00,UTC,,1026.9,0,81,0,14,-22.5,-24.9,,13,3.3,2.2
2021,1,14,10:00,UTC,,1026.9,0,78,0,14,-21.9,-24.8,,18,3,2
2021,1,14,11:00,UTC,,1026.6,0,76,0,14,-21.4,-24.5,,359,2,1.3
2021,1,14,12:00,UTC,,1026.1,0,77,0,14,-21.1,-24.1,,3,1.8,1.3
2021,1,14,13:00,UTC,,1026.2,0,79,0,14,-21.3,-23.9,,353,2.1,1.4
2021,1,14,14:00,UTC,,1026.3,0,82,0,14,-21.9,-24.2,,354,1.5,1.1
2021,1,14,15:00,UTC,,1026.4,0,82,0,14,-22.8,-25,,0,1,0
2021,1,14,16:00,UTC,,1026.4,0,83,0,14,-23.5,-25.6,,1,1.5,0.9
2021,1,14,17:00,UTC,,1026.3,0,83,0,14,-24.5,-26.6,,0,0.7,0
2021,1,14,18:00,UTC,,1026.2,0,81,0,14,-25.1,-27.4,,0,0,0
2021,1,14,19:00,UTC,,1025.8,0,80,0,14,-25.7,-28.1,,0,0,0
2021,1,14,20:00,UTC,,1025.9,0,79,0,14,-26.1,-28.6,,171,0.9,0.8
2021,1,14,21:00,UTC,,1025.6,0,79,0,14,-26.3,-28.9,,149,1.9,1.3
2021,1,14,22:00,UTC,,1025.5,0,79,0,14,-26.6,-29.2,,146,1.4,0.9
2021,1,14,23:00,UTC,,1025.4,0,80,0,14,-26.4,-28.9,,0,1.1,0
2021,1,15,00:00,UTC,,1025.2,0,79,0,14,-25.8,-28.4,,0,0.8,0
2021,1,15,01:00,UTC,,1025.1,0,80,0,14,-25.5,-28,,214,1,0.6
2021,1,15,02:00,UTC,,1024.7,0,79,0,14,-25.8,-28.4,,163,1.1,0.9
2021,1,15,03:00,UTC,,1024.5,0,79,0,14,-25.9,-28.5,,124,1.8,1.4
2021,1,15,04:00,UTC,,1024.1,0,80,0,14,-25.2,-27.7,,79,1.2,0.8
2021,1,15,05:00,UTC,,1023.7,0,80,0,14,-24.6,-27.1,,114,1.8,1.2
2021,1,15,06:00,UTC,,1023.5,0,81,0,14,-22.9,-25.2,,101,1.4,0.6
2021,1,15,07:00,UTC,,1023.5,0,82,0,14,-21.2,-23.5,,99,1,0.6
2021,1,15,08:00,UTC,,1023.3,0,83,0,14,-19.5,-21.7,,173,1.5,1.1
2021,1,15,09:00,UTC,,1022.9,0,84,0,14,-17.6,-19.6,,181,1.6,1.1
2021,1,15,10:00,UTC,,1022.6,0,86,0,14,-15.4,-17.3,,145,2.3,1.5
2021,1,15,11:00,UTC,,1021.9,0,88,0,14,-13.3,-14.9,,295,1.3,0.6
2021,1,15,12:00,UTC,,1021.2,0,87,0,14,-12.5,-14.1,,0,0.7,0
2021,1,15,13:00,UTC,,1020.8,0,88,0,14,-11.7,-13.3,,95,1.4,0.9
2021,1,15,14:00,UTC,,1020.5,0,90,0,14,-10.5,-11.8,,0,0.2,0
2021,1,15,15:00,UTC,,1020.1,0,92,0,14,-9,-10.1,,247,1.4,1
2021,1,15,16:00,UTC,,1019.8,0,93,0,14,-7.7,-8.6,,265,1.2,0.7
2021,1,15,17:00,UTC,,1019.4,0,93,0,14,-6.9,-7.8,,265,1.9,1.1
2021,1,15,18:00,UTC,,1019.2,0,94,0,14,-6.2,-7.1,,270,2,1.1
2021,1,15,19:00,UTC,,1019,0,94,0,14,-5.5,-6.3,,259,2.8,1.6
2021,1,15,20:00,UTC,,1019,0,94,0,14,-4.9,-5.7,,276,2,1.3
2021,1,15,21:00,UTC,,1019.1,0,95,0,14,-4.3,-5,,0,0.9,0
2021,1,15,22:00,UTC,,1018.9,0,95,0,14,-3.9,-4.6,,288,2.5,1.1
2021,1,15,23:00,UTC,,1018.9,0,97,0,14,-4.3,-4.7,,329,1.4,0.9
2021,1,16,00:00,UTC,,1018.9,0,98,0,14,-4.9,-5.2,,0,0.8,0
2021,1,16,01:00,UTC,,1019.1,0,97,0,14,-5.2,-5.6,,273,1.1,0.5
2021,1,16,02:00,UTC,,1019.3,0,97,0,14,-2.4,-2.9,,359,5,2.5
2021,1,16,03:00,UTC,,1019.3,0,96,0,14,-2.4,-2.9,,15,3.3,2.1
2021,1,16,04:00,UTC,,1019.6,0,96,0,14,-2.4,-3,,12,4,2.7
2021,1,16,05:00,UTC,,1019.7,0,96,0,14,-2.6,-3.3,,41,2.3,1.7
2021,1,16,06:00,UTC,,1019.9,0,95,0,14,-2.9,-3.6,,31,3.5,2
2021,1,16,07:00,UTC,,1020.2,0,97,0,14,-3.4,-3.7,,1,2,1.2
2021,1,16,08:00,UTC,,1020.4,0,97,0,14,-3.5,-3.9,,19,1.9,1.3
2021,1,16,09:00,UTC,,1020.5,0,97,0,14,-3.5,-3.9,,24,1.9,1.2
2021,1,16,10:00,UTC,,1020.5,0,97,0,14,-3.5,-3.9,,34,2.4,1.5
2021,1,16,11:00,UTC,,1020.5,0,97,0,14,-3.4,-3.8,,104,1.5,0.9
2021,1,16,12:00,UTC,,1020.3,0,96,0,14,-3.4,-3.9,,14,1.1,0.5
2021,1,16,13:00,UTC,,1019.9,0,96,0,14,-3.5,-4,,0,0,0
2021,1,16,14:00,UTC,,1019.7,0,99,0,14,-3.5,-3.7,,0,0.9,0
2021,1,16,15:00,UTC,,1019.6,0,99,0,14,-3.3,-3.5,,164,1.5,1.1
2021,1,16,16:00,UTC,,1019.7,0,99,0,14,-3.2,-3.4,,212,1.8,1.2
2021,1,16,17:00,UTC,,1019.6,0,99,0,14,-3.2,-3.4,,191,2,1.4
2021,1,16,18:00,UTC,,1019.5,0,99,0,14,-3.2,-3.4,,179,2.2,1.5
2021,1,16,19:00,UTC,,1019.3,0,99,0,14,-3.2,-3.4,,207,1.6,1.2
2021,1,16,20:00,UTC,,1019.2,0,99,0,14,-2.8,-3,,239,2.7,1.8
2021,1,16,21:00,UTC,,1018.9,0,98,0,14,-2.7,-2.9,,261,2.2,1.1
2021,1,16,22:00,UTC,,1018.7,0,98,0,14,-2.6,-2.8,,247,3.4,2.2
2021,1,16,23:00,UTC,,1018.4,0,98,0,14,-2.7,-2.9,,257,1.7,0.9
2021,1,17,00:00,UTC,,1018.3,0,98,0,14,-2.4,-2.7,,253,2.5,0.8
2021,1,17,01:00,UTC,,1017.8,0,98,0,14,-2.4,-2.7,,229,2,1.4
2021,1,17,02:00,UTC,,1017.4,0,98,0,14,-2.3,-2.5,,0,0.6,0
2021,1,17,03:00,UTC,,1017.2,0,98,0,14,-2.2,-2.5,,225,1.4,0.6
2021,1,17,04:00,UTC,,1016.9,0,99,0,14,-1.9,-2.1,,236,2.7,1.7
2021,1,17,05:00,UTC,,1016.8,0,99,0,14,-1.9,-2.1,,245,2.7,1.9
2021,1,17,06:00,UTC,,1016.7,0,99,0,14,-2,-2,,231,3.3,2.3
2021,1,17,07:00,UTC,,1016.9,0,99,0,14,-2.5,-2.7,,251,3.1,1.8
2021,1,17,08:00,UTC,,1017.1,0,98,0,14,-3,-3.3,,244,2.7,1.8
2021,1,17,09:00,UTC,,1017.2,0,98,0,14,-2.7,-2.9,,244,2.2,1.5
2021,1,17,10:00,UTC,,1017.2,0,98,0,14,-2.7,-2.9,,221,2.5,1.8
2021,1,17,11:00,UTC,,1016.7,0,98,0,14,-2.5,-2.7,,210,1.8,1.1
2021,1,17,12:00,UTC,,1016.2,0,98,0,14,-2.3,-2.6,,156,1.6,1.2
2021,1,17,13:00,UTC,,1015.7,0,98,0,14,-1.8,-2.1,,199,2.5,1.8
2021,1,17,14:00,UTC,,1015.4,0,98,0,14,-1.7,-2,,153,2,1.4
2021,1,17,15:00,UTC,,1015.3,0,98,0,14,-2,-2.3,,165,2,1.4
2021,1,17,16:00,UTC,,1015.1,0,98,0,14,-2.1,-2.4,,175,1.8,1.3
2021,1,17,17:00,UTC,,1015.1,0,97,0,14,-2.4,-2.8,,150,1.8,1.4
2021,1,17,18:00,UTC,,1014.7,0,97,0,14,-2.6,-3,,156,2.3,1.9
2021,1,17,19:00,UTC,,1014.6,0,97,0,14,-2.5,-2.9,,168,3.6,2.5
2021,1,17,20:00,UTC,,1014.1,0,96,0,14,-2.1,-2.6,,171,4,3
2021,1,17,21:00,UTC,,1013.8,0,94,0,14,-2.1,-2.9,,164,5.5,4
2021,1,17,22:00,UTC,,1013.7,0,93,0,14,-2.3,-3.2,,160,5.4,4.1
2021,1,17,23:00,UTC,,1013.4,0,93,0,14,-2.6,-3.6,,160,5.8,4.1
2021,1,18,00:00,UTC,,1013,0,91,0,14,-2.4,-3.8,,156,6.2,4.8
2021,1,18,01:00,UTC,,1012.8,0,91,0,14,-2.7,-4,,152,7.1,5
2021,1,18,02:00,UTC,,1012.4,0,91,0,14,-3.1,-4.4,,152,7.8,5.3
2021,1,18,03:00,UTC,,1012.1,0,92,0,14,-3.5,-4.7,,150,6.9,5.2
2021,1,18,04:00,UTC,,1011.9,0,91,0,13,-3.8,-5.1,,154,6.7,5.2
2021,1,18,05:00,UTC,,1011.5,0,91,0,13,-3.8,-5,,160,6.7,4.7
2021,1,18,06:00,UTC,,1011.4,0,90,0,13,-3.5,-5,,160,7.1,5
2021,1,18,07:00,UTC,,1011.2,0,89,0,13,-3.5,-5.1,,162,7.3,5.2
2021,1,18,08:00,UTC,,1011.2,0,87,0,13,-3.5,-5.3,,150,8,5.6
2021,1,18,09:00,UTC,,1011.2,0,88,0,13,-3.8,-5.5,,157,7.4,4.6
2021,1,18,10:00,UTC,,1011,0,88,0,14,-4,-5.7,,148,7.4,5.3
2021,1,18,11:00,UTC,,1010.4,0,88,0,14,-4,-5.6,,153,7.1,5.3
2021,1,18,12:00,UTC,,1010.2,0,89,0,14,-3.9,-5.5,,161,6.8,5.1
2021,1,18,13:00,UTC,,1009.7,0,89,0,14,-3.8,-5.3,,155,6.6,5
2021,1,18,14:00,UTC,,1009.3,0,90,0,14,-3.5,-5,,153,6.3,4.5
2021,1,18,15:00,UTC,,1009.3,0,90,0,14,-3.3,-4.7,,155,6.7,4.4
2021,1,18,16:00,UTC,,1009.1,0,92,0,14,-3.3,-4.5,,161,4.7,3.4
2021,1,18,17:00,UTC,,1008.6,0,92,0,14,-3.1,-4.3,,149,5.6,4
2021,1,18,18:00,UTC,,1008.5,0,92,0,14,-3,-4.1,,159,5.3,3.6
2021,1,18,19:00,UTC,,1008.5,0,92,0,14,-2.8,-3.9,,161,4.1,3
2021,1,18,20:00,UTC,,1008.6,0,92,0,14,-2.7,-3.8,,154,4.1,3
2021,1,18,21:00,UTC,,1008.4,0,94,0,14,-2.7,-3.5,,162,3.5,2.7
2021,1,18,22:00,UTC,,1008.4,0,93,0,14,-2.4,-3.4,,167,4.6,2.8
2021,1,18,23:00,UTC,,1008.1,0,94,0,14,-2.4,-3.2,,161,3.8,2.5
2021,1,19,00:00,UTC,,1007.8,0,94,0,14,-2.2,-3,,159,4.4,3
2021,1,19,01:00,UTC,,1007.8,0,94,0,14,-2.1,-2.9,,150,4.9,3.7
2021,1,19,02:00,UTC,,1007.5,0,94,0,14,-2.1,-2.9,,162,3.9,2.8
2021,1,19,03:00,UTC,,1007.4,0,95,0,14,-2.2,-2.8,,165,3.8,2.9
2021,1,19,04:00,UTC,,1007.4,0,96,0,14,-2.2,-2.8,,174,2.6,2
2021,1,19,05:00,UTC,,1007.2,0,96,0,14,-2.2,-2.8,,176,1.8,0.9
2021,1,19,06:00,UTC,,1007.3,0,95,0,14,-2,-2.7,,201,4.1,2.4
2021,1,19,07:00,UTC,,1007.3,0,94,0,14,-2.3,-3.1,,90,1.9,0.8
2021,1,19,08:00,UTC,,1007.5,0,92,0,14,-2.4,-3.5,,225,1.5,0.9
2021,1,19,09:00,UTC,,1007.8,0,91,0,14,-2.3,-3.6,,0,0.9,0
2021,1,19,10:00,UTC,,1007.7,0,91,0,14,-2.1,-3.4,,0,0.8,0
2021,1,19,11:00,UTC,,1007.7,0,90,0,14,-2.1,-3.5,,0,0.9,0
2021,1,19,12:00,UTC,,1007.4,0,92,0,14,-2.3,-3.5,,0,1.1,0
2021,1,19,13:00,UTC,,1007.5,0,91,0,14,-2.4,-3.7,,0,0.9,0
2021,1,19,14:00,UTC,,1007.6,0,91,0,14,-2.6,-3.8,,0,1.1,0
2021,1,19,15:00,UTC,,1007.7,0,89,0,14,-2.8,-4.3,,277,2,0.8
2021,1,19,16:00,UTC,,1007.9,0,91,0,14,-3.2,-4.5,,0,1.6,0
2021,1,19,17:00,UTC,,1008.1,0,92,0,13,-3.5,-4.6,,278,1.2,0.6
2021,1,19,18:00,UTC,,1008.3,0,93,0,13,-3.9,-4.9,,269,2,0.9
2021,1,19,19:00,UTC,,1008.5,0,94,0,13,-4.3,-5.2,,270,1.3,0.8
2021,1,19,20:00,UTC,,1008.8,0,94,0,14,-6,-6.7,,259,2.5,1.3
2021,1,19,21:00,UTC,,1008.8,0,97,0,13,-5.5,-6,,351,1.9,1.3
2021,1,19,22:00,UTC,,1008.8,0,96,0,14,-5,-5.6,,246,1.2,0.6
2021,1,19,23:00,UTC,,1008.9,0,95,0,13,-4.9,-5.5,,0,0.6,0
2021,1,20,00:00,UTC,,1008.8,0,95,0,13,-4.9,-5.5,,143,1.2,1
2021,1,20,01:00,UTC,,1008.6,0,95,0,13,-4.8,-5.5,,132,1.8,0.9
2021,1,20,02:00,UTC,,1008.6,0,95,0,14,-4.6,-5.4,,118,1.5,1
2021,1,20,03:00,UTC,,1008.3,0.8,96,0.5,13,-4.5,-5.1,,76,1.6,0.7
2021,1,20,04:00,UTC,,1008.3,0,95,0,13,-4.3,-4.9,,36,1.7,1.4
2021,1,20,05:00,UTC,,1008.3,0,94,0,13,-4.4,-5.1,,94,1.8,1.3
2021,1,20,06:00,UTC,,1008.2,0,96,0,14,-5.1,-5.7,,106,2,1.3
2021,1,20,07:00,UTC,,1008.2,0,96,0,14,-5,-5.5,,111,1.6,1.2
2021,1,20,08:00,UTC,,1008.4,0,97,0,14,-5.1,-5.5,,95,1.1,0.9
2021,1,20,09:00,UTC,,1008.5,0,94,0,14,-3.6,-4.5,,152,3.7,2.9
2021,1,20,10:00,UTC,,1008.5,0,93,0,14,-3.3,-4.4,,148,3.3,2.2
2021,1,20,11:00,UTC,,1008.5,0,91,0,14,-3.1,-4.3,,161,4.6,3
2021,1,20,12:00,UTC,,1008.2,0,90,0,14,-3.4,-4.8,,148,3.9,2.8
2021,1,20,13:00,UTC,,1008.2,0,92,0,14,-4.3,-5.4,,133,2,1.3
2021,1,20,14:00,UTC,,1007.9,0,96,0,14,-7.7,-8.2,,48,1.9,1.5
2021,1,20,15:00,UTC,,1007.7,0,97,0,14,-8.6,-9,,73,1.9,1
2021,1,20,16:00,UTC,,1007.4,0,94,0,14,-9.1,-9.8,,47,2,1.6
2021,1,20,17:00,UTC,,1007,0,95,0,14,-6.8,-7.4,,50,3.2,2.4
2021,1,20,18:00,UTC,,1006.8,0,94,0,14,-7,-7.8,,53,3.3,2.2
2021,1,20,19:00,UTC,,1006.5,0,94,0,14,-7.7,-8.5,,69,2.2,1.3
2021,1,20,20:00,UTC,,1006.1,0,93,0,14,-7.7,-8.7,,49,4.1,2.6
2021,1,20,21:00,UTC,,1005.9,0,92,0,14,-8.1,-9.2,,57,3,2
2021,1,20,22:00,UTC,,1005.5,0,93,0,14,-7.2,-8.2,,58,2.7,1.8
2021,1,20,23:00,UTC,,1004.8,0,91,0,14,-6.1,-7.2,,69,3.5,1.8
2021,1,21,00:00,UTC,,1004.1,0,92,0,14,-5.7,-6.8,,72,4.1,2
2021,1,21,01:00,UTC,,1003.4,0,91,0,14,-5.1,-6.3,,91,6.1,3.3
2021,1,21,02:00,UTC,,1003,0,90,0,14,-4.9,-6.3,,93,6.9,4.2
2021,1,21,03:00,UTC,,1002.6,0,89,0,14,-4.8,-6.3,,90,8.8,4
2021,1,21,04:00,UTC,,1002.2,0,90,0,15,-4.8,-6.2,,100,7.9,5
2021,1,21,05:00,UTC,,1001.9,0.1,89,0,15,-4.6,-6.3,,94,7.7,4.9
2021,1,21,06:00,UTC,,1001.7,0,87,0,15,-4.8,-6.7,,93,8.6,5.3
2021,1,21,07:00,UTC,,1001.1,0,85,0,15,-5.1,-7.2,,91,9.2,5.6
2021,1,21,08:00,UTC,,1000.9,0,81,0,15,-5.3,-8.1,,101,11.2,7.2
2021,1,21,09:00,UTC,,1000.4,0,81,0,15,-5.5,-8.2,,91,11.4,6.2
2021,1,21,10:00,UTC,,1000,0,83,0,15,-5.7,-8.1,,94,11.4,6.8
2021,1,21,11:00,UTC,,998.9,0.4,87,0.5,17,-6,-7.8,,92,11.5,6.3
2021,1,21,12:00,UTC,,998.1,0.1,84,0,14,-6.1,-8.3,,97,12.5,7.6
2021,1,21,13:00,UTC,,997,0.4,87,0.2,18,-6.5,-8.3,,92,12.8,7.6
2021,1,21,14:00,UTC,,996.3,0.6,88,0.5,15,-6.7,-8.4,,99,13.5,8.1
2021,1,21,15:00,UTC,,995.7,0.5,89,0.8,14,-6.8,-8.2,,107,11,6.3
2021,1,21,16:00,UTC,,994.7,1.6,90,1.1,18,-6.9,-8.2,,104,12.2,6.8
2021,1,21,17:00,UTC,,994,1.1,90,1.1,21,-6.8,-8.1,,108,11.2,6
2021,1,21,18:00,UTC,,992.7,0.8,89,0,22,-6.8,-8.3,,111,12.9,6.5
2021,1,21,19:00,UTC,,992.1,0.4,85,0.5,21,-6.6,-8.7,,112,13.2,6.2
2021,1,21,20:00,UTC,,991.7,0.1,85,0,23,-6.5,-8.5,,124,12.7,7.4
2021,1,21,21:00,UTC,,990.9,0.6,90,1.3,23,-6.7,-8,,119,11.2,5.7
2021,1,21,22:00,UTC,,990.8,0.7,88,0,24,-6.6,-8.2,,121,11.1,5.6
2021,1,21,23:00,UTC,,990.7,0.1,87,0,25,-6.3,-8.1,,127,12.2,6.8
2021,1,22,00:00,UTC,,990.6,0.1,85,0,25,-6,-8.1,,126,10.6,5.8
2021,1,22,01:00,UTC,,990.7,0,84,0,24,-5.6,-7.8,,132,9.6,6.3
2021,1,22,02:00,UTC,,990.5,0,86,0,24,-5.3,-7.2,,125,9.3,5.2
2021,1,22,03:00,UTC,,990.8,0,90,0,24,-5,-6.4,,128,8.5,5.7
2021,1,22,04:00,UTC,,991,0,93,0,24,-5,-5.9,,126,8.9,5.2
2021,1,22,05:00,UTC,,991.1,0,96,0,24,-4.7,-5.3,,118,7.5,3.9
2021,1,22,06:00,UTC,,991.5,0,96,0,24,-4.3,-4.9,,123,8.7,4.7
2021,1,22,07:00,UTC,,991.9,0,96,0,24,-4.1,-4.6,,115,7.5,4.2
2021,1,22,08:00,UTC,,991.8,0,97,0,24,-4.1,-4.5,,108,6.7,3.8
2021,1,22,09:00,UTC,,992,0,97,0,24,-3.7,-4.1,,114,7.6,3.8
2021,1,22,10:00,UTC,,991.7,0,95,0,24,-3.4,-4.1,,103,7,4.8
2021,1,22,11:00,UTC,,991.4,0,96,0,24,-3.1,-3.7,,113,8.1,4.4
2021,1,22,12:00,UTC,,990.9,0,94,0,24,-3,-3.8,,114,7.2,4.1
2021,1,22,13:00,UTC,,990.8,0,94,0,24,-3,-3.9,,115,7.5,4
2021,1,22,14:00,UTC,,990.1,0,93,0,24,-3,-4,,106,8.2,5.2
2021,1,22,15:00,UTC,,989.4,0,93,0,24,-3.1,-4,,97,8.9,5.6
2021,1,22,16:00,UTC,,988.2,0,92,0,24,-2.8,-4,,89,8,4.3
2021,1,22,17:00,UTC,,986.6,0,91,0,24,-2.8,-4.1,,85,9.6,4.8
2021,1,22,18:00,UTC,,985.6,0.5,95,2.4,25,-3.2,-3.9,,84,10.2,4.6
2021,1,22,19:00,UTC,,985.4,0.4,91,0,26,-2.9,-4.2,,117,9.2,5.2
2021,1,22,20:00,UTC,,984.9,1.1,93,0.2,26,-2.9,-3.8,,106,10,6.3
2021,1,22,21:00,UTC,,985,0,90,0,27,-1.9,-3.3,,120,10.1,5.4
2021,1,22,22:00,UTC,,985.1,0.1,92,0.5,27,-1.4,-2.6,,124,9.3,5.3
2021,1,22,23:00,UTC,,985.2,0.1,92,0,27,-0.7,-1.8,,128,8.5,6
2021,1,23,00:00,UTC,,985.5,0,93,0,27,0,-1,,128,8.4,5.5
2021,1,23,01:00,UTC,,985.4,0,92,0,27,1,-0.2,,124,7.2,4.3
2021,1,23,02:00,UTC,,985.4,0,91,0,27,1.3,0,,116,7.1,3.7
2021,1,23,03:00,UTC,,985.4,0,90,0,27,1.6,0.1,,126,7.4,4.6
2021,1,23,04:00,UTC,,985.3,0.1,91,0,27,1.7,0.4,,124,8,4.5
2021,1,23,05:00,UTC,,984.9,0,90,0,27,2,0.4,,125,8.4,4.7
2021,1,23,06:00,UTC,,984.6,0.1,94,0.9,27,1.6,0.7,,125,9.7,5.3
2021,1,23,07:00,UTC,,984.4,0.2,95,0,26,1.6,1,,133,9.5,6.2
2021,1,23,08:00,UTC,,984.4,0.3,95,0.7,26,1.8,1.1,,138,8.5,6.1
2021,1,23,09:00,UTC,,984.8,0.6,94,0.5,25,1.9,1.1,,148,10.3,7.3
2021,1,23,10:00,UTC,,985.6,0,95,0,25,2.1,1.3,,159,10.1,7
2021,1,23,11:00,UTC,,986.3,0,95,0,24,2.1,1.4,,165,7.8,5.8
2021,1,23,12:00,UTC,,987.1,0,95,0,24,2.6,1.9,,179,6.3,4.2
2021,1,23,13:00,UTC,,987.9,0.1,94,0,24,2.6,1.7,,177,6,4.1
2021,1,23,14:00,UTC,,988.7,0,96,0,24,2.1,1.6,,163,5.9,4.3
2021,1,23,15:00,UTC,,989.4,0.2,97,0,23,2.1,1.7,,172,6.2,4.4
2021,1,23,16:00,UTC,,990.2,0.1,94,0,22,2.3,1.4,,177,7.8,5
2021,1,23,17:00,UTC,,990.9,0.1,95,0,22,1.9,1.2,,173,6.6,5.1
2021,1,23,18:00,UTC,,991.6,0.4,96,0.5,22,1.3,0.7,,167,7.1,5.6
2021,1,23,19:00,UTC,,992,0.4,97,0.2,22,1.4,0.9,,157,5.8,4.3
2021,1,23,20:00,UTC,,992.8,0.5,97,0.5,22,1.5,1,,162,5.8,4.3
2021,1,23,21:00,UTC,,993.4,0,97,0,22,1.5,1.1,,159,5,3.6
2021,1,23,22:00,UTC,,993.9,0,95,0,21,1.8,1.1,,155,6,4
2021,1,23,23:00,UTC,,994.3,0,94,0,21,1.7,0.9,,161,4.8,3.7
2021,1,24,00:00,UTC,,994.7,0,94,0,21,1.7,0.8,,151,5.6,4.2
2021,1,24,01:00,UTC,,994.7,0,92,0,21,1.6,0.4,,156,6.2,4
2021,1,24,02:00,UTC,,994.7,0,93,0,20,1.4,0.3,,144,4.2,3.2
2021,1,24,03:00,UTC,,994.9,0,94,0,20,1.2,0.4,,137,5.5,4
2021,1,24,04:00,UTC,,995,0,94,0,20,1.2,0.2,,138,3.5,2.6
2021,1,24,05:00,UTC,,995,0,95,0,20,1.1,0.3,,137,4.2,2.8
2021,1,24,06:00,UTC,,995,0,95,0,20,1.1,0.3,,142,4.1,3
2021,1,24,07:00,UTC,,995.2,0,94,0,20,1,0.2,,137,2.8,2.2
2021,1,24,08:00,UTC,,995.5,0,93,0,20,1.3,0.2,,151,3.5,2
2021,1,24,09:00,UTC,,995.9,0,95,0,20,1.1,0.3,,138,1.7,1.3
2021,1,24,10:00,UTC,,995.9,0,95,0,20,1.2,0.6,,67,1.5,0.8
2021,1,24,11:00,UTC,,996,0,95,0,20,1.5,0.8,,99,1.6,1.1
2021,1,24,12:00,UTC,,996.2,0,95,0,20,1.5,0.7,,112,1.5,0.6
2021,1,24,13:00,UTC,,996.4,0,94,0,20,1.4,0.5,,139,1.6,1.1
2021,1,24,14:00,UTC,,996.9,0,96,0,19,1.2,0.6,,0,0.9,0
