Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Precipitation amount (mm),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2021,5,27,00:00,UTC,,1012.1,0.6,93,0.8,-1,5.3,4.1,,41,8.7,5.2
2021,5,27,01:00,UTC,,1012.2,0.6,94,0.4,-1,4.6,3.7,,37,7.7,5.1
2021,5,27,02:00,UTC,,1012.3,0.5,95,0,-1,4.1,3.4,,35,6.9,4.3
2021,5,27,03:00,UTC,,1012.2,0.1,94,0,-1,3.8,2.9,,45,7.3,4.7
2021,5,27,04:00,UTC,,1012.3,0.1,94,0,-1,3.7,2.8,,38,6.9,4.4
2021,5,27,05:00,UTC,,1012.4,0.3,95,0.4,-1,3.7,3,,42,6.8,4.5
2021,5,27,06:00,UTC,,1012.7,0.2,95,0,-1,3.9,3.2,,37,6.9,3.8
2021,5,27,07:00,UTC,,1013.1,0.1,96,0,-1,4.4,3.8,,37,6.2,3.4
2021,5,27,08:00,UTC,,1013.7,0,94,0,-1,4.9,3.9,,35,6.6,4.2
2021,5,27,09:00,UTC,,1014.2,0,93,0,-1,5.3,4.3,,29,6.6,3.8
2021,5,27,10:00,UTC,,1014.4,0.3,93,0,-1,6.1,5.1,,26,6,4.2
2021,5,27,11:00,UTC,,1014.5,0,88,0,-1,7.1,5.2,,28,5.8,3.7
2021,5,27,12:00,UTC,,1014.6,0,85,0,-1,7.9,5.6,,14,6.6,3.8
2021,5,27,13:00,UTC,,1014.5,0,87,0,-1,8,6,,8,6.3,3.7
2021,5,27,14:00,UTC,,1014.6,0,84,0,-1,8.2,5.7,,18,4.2,2.5
2021,5,27,15:00,UTC,,1014.5,0,83,0,-1,8.8,6.2,,19,4.6,3
2021,5,27,16:00,UTC,,1014.4,0,81,0,-1,9.1,5.9,,21,4,2.9
2021,5,27,17:00,UTC,,1014.2,0,80,0,-1,9.4,6,,17,4.3,2.5
2021,5,27,18:00,UTC,,1014,0,83,0,-1,8.5,5.8,,30,3.4,2.4
2021,5,27,19:00,UTC,,1014.1,0,89,0,-1,7.7,6,,32,1.9,1.1
2021,5,27,20:00,UTC,,1014.2,0,89,0,-1,8.2,6.4,,5,2.3,1.1
2021,5,27,21:00,UTC,,1013.8,0,93,0,-1,7.4,6.3,,148,1.6,0.9
2021,5,27,22:00,UTC,,1013.6,0,98,0,-1,5.6,5.4,,0,1.1,0
2021,5,27,23:00,UTC,,1013.4,0,100,0,-1,4.1,4.1,,302,1.3,0.5
2021,5,28,00:00,UTC,,1013.2,0,100,0,-1,2.9,2.9,,236,1.4,0.9
2021,5,28,01:00,UTC,,1012.9,0,100,0,-1,2.1,2.1,,223,1.8,1.2
2021,5,28,02:00,UTC,,1012.8,0,100,0,-1,1.7,1.7,,220,1.3,0.8
2021,5,28,03:00,UTC,,1012.8,0,100,0,-1,3,3,,233,2,0.9
2021,5,28,04:00,UTC,,1012.7,0,93,0,-1,5,4,,238,2,1
2021,5,28,05:00,UTC,,1012.5,0,82,0,-1,7.7,4.9,,239,3.4,1.9
2021,5,28,06:00,UTC,,1012.4,0,63,0,-1,10.1,3.4,,269,4.6,1.9
2021,5,28,07:00,UTC,,1012.4,0,59,0,-1,11.6,3.9,,281,5,2.1
2021,5,28,08:00,UTC,,1012.6,0,58,0,-1,13,5,,285,5.4,2.3
2021,5,28,09:00,UTC,,1012.9,0,55,0,-1,13.5,4.6,,306,5.1,2.7
2021,5,28,10:00,UTC,,1013.3,0,51,0,-1,13.5,3.6,,330,6,2.9
2021,5,28,11:00,UTC,,1013.7,0,52,0,-1,13.5,3.8,,345,6.6,3.8
2021,5,28,12:00,UTC,,1014.6,0,46,0,-1,13.4,2,,346,8.1,4.6
2021,5,28,13:00,UTC,,1014.8,0,44,0,-1,13.6,1.4,,354,8.2,4.5
2021,5,28,14:00,UTC,,1015.2,0,43,0,-1,13.5,1.1,,5,9.4,4.7
2021,5,28,15:00,UTC,,1015.5,0,42,0,-1,13.5,0.7,,347,8.3,4.2
2021,5,28,16:00,UTC,,1015.8,0,41,0,-1,13.3,0.4,,349,6,3.3
2021,5,28,17:00,UTC,,1016.1,0,43,0,-1,12.9,0.5,,7,7.9,4
2021,5,28,18:00,UTC,,1016.6,0,45,0,-1,11.7,0.3,,355,7.5,3.9
2021,5,28,19:00,UTC,,1017.5,0,46,0,-1,9.9,-1,,356,5.8,3.2
2021,5,28,20:00,UTC,,1018.4,0,55,0,-1,8.3,-0.3,,352,4.9,2.8
2021,5,28,21:00,UTC,,1019.2,0,68,0,-1,6.5,0.9,,338,3.7,2.4
2021,5,28,22:00,UTC,,1020,0,73,0,-1,5.4,1.1,,357,4.1,2.3
2021,5,28,23:00,UTC,,1020.9,0,89,0,-1,2.9,1.2,,265,1.8,1.3
2021,5,29,00:00,UTC,,1021.3,0,92,0,-1,2.1,0.9,,306,1.3,0.9
2021,5,29,01:00,UTC,,1021.8,0,95,0,-1,0.6,-0.1,,268,1.4,1.1
2021,5,29,02:00,UTC,,1022.3,0,94,0,-1,0.5,-0.3,,166,1.5,0.9
2021,5,29,03:00,UTC,,1022.6,0,93,0,-1,1.7,0.8,,244,1.3,0.9
2021,5,29,04:00,UTC,,1022.9,0,86,0,-1,4,1.8,,209,1.3,0.8
2021,5,29,05:00,UTC,,1023.2,0,64,0,-1,8.3,1.9,,0,1.1,0
2021,5,29,06:00,UTC,,1023.4,0,49,0,-1,10.5,0.2,,345,2.3,1
2021,5,29,07:00,UTC,,1023.6,0,46,0,-1,12.1,1,,311,4.2,1.9
2021,5,29,08:00,UTC,,1023.8,0,42,0,-1,12.2,-0.2,,336,7.2,3.3
2021,5,29,09:00,UTC,,1024.2,0,44,0,-1,13.1,1.2,,321,6.1,3.1
2021,5,29,10:00,UTC,,1024.2,0,41,0,-1,13.1,0.2,,331,6.8,3.9
2021,5,29,11:00,UTC,,1024.2,0,39,0,-1,13.4,-0.3,,330,7.3,3.8
2021,5,29,12:00,UTC,,1024.3,0,41,0,-1,13.8,0.9,,350,8.1,3.8
2021,5,29,13:00,UTC,,1024.6,0,38,0,-1,13.2,-0.9,,337,8,4.1
2021,5,29,14:00,UTC,,1024.6,0,35,0,-1,13.1,-1.9,,336,6.7,3.6
2021,5,29,15:00,UTC,,1024.7,0,38,0,-1,13.3,-0.8,,7,7.6,4.2
2021,5,29,16:00,UTC,,1024.7,0,33,0,-1,13.3,-2.6,,5,5,2.8
2021,5,29,17:00,UTC,,1024.8,0,40,0,-1,12.8,-0.5,,356,5,3
2021,5,29,18:00,UTC,,1025,0,44,0,-1,12.1,0.2,,352,4.8,3
2021,5,29,19:00,UTC,,1025.4,0,50,0,-1,10.6,0.7,,352,2.8,1.7
2021,5,29,20:00,UTC,,1025.8,0,59,0,-1,8.7,1.2,,341,2,1.1
2021,5,29,21:00,UTC,,1026.2,0,75,0,-1,6.5,2.5,,316,1.1,0.5
2021,5,29,22:00,UTC,,1026.4,0,86,0,-1,4.4,2.3,,0,0.8,0
2021,5,29,23:00,UTC,,1026.7,0,94,0,-1,2.8,1.9,,194,1.2,0.5
2021,5,30,00:00,UTC,,1026.9,0,94,0,-1,1.7,0.8,,108,1.6,0.8
2021,5,30,01:00,UTC,,1027.2,0,95,0,-1,1,0.2,,114,1.6,1.1
2021,5,30,02:00,UTC,,1027.3,0,95,0,-1,0.7,0,,103,2.1,1.4
2021,5,30,03:00,UTC,,1027.3,0,92,0,-1,2.6,1.4,,115,1.4,0.7
2021,5,30,04:00,UTC,,1027.2,0,75,0,-1,6.1,1.9,,131,2.5,1.7
2021,5,30,05:00,UTC,,1027.1,0,57,0,-1,9.2,1.1,,151,5.1,3.2
2021,5,30,06:00,UTC,,1026.9,0,51,0,-1,11.2,1.4,,160,4.8,3.5
2021,5,30,07:00,UTC,,1026.5,0,48,0,-1,13.3,2.4,,157,4.8,3.8
2021,5,30,08:00,UTC,,1026.1,0,41,0,-1,14.9,1.6,,148,5.6,3.2
2021,5,30,09:00,UTC,,1025.5,0,39,0,-1,16.5,2.4,,186,5.8,3.6
2021,5,30,10:00,UTC,,1025.1,0,34,0,-1,17.9,2,,217,7.1,4.1
2021,5,30,11:00,UTC,,1024.5,0,39,0,-1,19.1,5,,248,6.3,3.4
2021,5,30,12:00,UTC,,1024.3,0,37,0,-1,19.2,4.2,,228,6.1,3.8
2021,5,30,13:00,UTC,,1024.1,0,36,0,-1,19,3.5,,231,6,3.5
2021,5,30,14:00,UTC,,1024,0,35,0,-1,18.5,2.8,,235,7.5,4.5
2021,5,30,15:00,UTC,,1023.4,0,36,0,-1,18.1,2.7,,220,6.8,4.5
2021,5,30,16:00,UTC,,1023.1,0,35,0,-1,17.8,2.1,,237,5.8,3.3
2021,5,30,17:00,UTC,,1022.5,0,38,0,-1,16.5,2.2,,221,5.5,3.6
2021,5,30,18:00,UTC,,1022.1,0,40,0,-1,15.8,2.1,,216,5.8,3.5
2021,5,30,19:00,UTC,,1022,0,51,0,-1,12.8,2.8,,233,4.1,2.1
2021,5,30,20:00,UTC,,1021.8,0,55,0,-1,11.2,2.5,,218,2.9,2.2
2021,5,30,21:00,UTC,,1021.5,0,54,0,-1,10.2,1.4,,211,2.6,1.8
2021,5,30,22:00,UTC,,1021.2,0,59,0,-1,9,1.3,,208,3.2,1.9
2021,5,30,23:00,UTC,,1020.9,0,67,0,-1,8,2.2,,237,2.7,1.8
2021,5,31,00:00,UTC,,1020.4,0,71,0,-1,7,2.1,,248,2,1.1
2021,5,31,01:00,UTC,,1020.5,0,73,0,-1,7.1,2.6,,254,2,0.6
2021,5,31,02:00,UTC,,1020.3,0,79,0,-1,7.4,4,,236,1.6,0.9
2021,5,31,03:00,UTC,,1020.3,0,83,0,-1,7.6,4.9,,268,2,1.2
2021,5,31,04:00,UTC,,1020,0.1,81,0.3,-1,8.6,5.6,,206,2.3,0.9
2021,5,31,05:00,UTC,,1020.2,0.1,68,0,-1,11.5,5.9,,322,3.3,1.6
2021,5,31,06:00,UTC,,1020.2,0,57,0,-1,13.4,5.1,,360,6.3,3.9
2021,5,31,07:00,UTC,,1020.5,0,57,0,-1,13.6,5.2,,344,6.4,3.5
2021,5,31,08:00,UTC,,1020.5,0,54,0,-1,13.8,4.6,,351,6.6,3.9
2021,5,31,09:00,UTC,,1020.7,0,53,0,-1,13.6,4.3,,339,6.6,3.6
2021,5,31,10:00,UTC,,1020.6,0,56,0,-1,14,5.3,,348,8.1,4.3
2021,5,31,11:00,UTC,,1020.4,0,51,0,-1,14.1,4.1,,342,8,4.5
2021,5,31,12:00,UTC,,1020.3,0,53,0,-1,14.3,4.7,,356,7.8,4.7
2021,5,31,13:00,UTC,,1020.1,0,47,0,-1,14.5,3.4,,353,10.6,6.3
2021,5,31,14:00,UTC,,1020,0,47,0,-1,15,3.7,,352,9.3,5.5
2021,5,31,15:00,UTC,,1019.9,0,45,0,-1,14.8,3,,2,9.2,4.7
2021,5,31,16:00,UTC,,1019.9,0,48,0,-1,14.4,3.5,,5,7.8,4.8
2021,5,31,17:00,UTC,,1020,0,50,0,-1,14.4,4.2,,360,6.2,3.2
2021,5,31,18:00,UTC,,1020.3,0,53,0,-1,13.7,4.2,,357,7.7,3.6
2021,5,31,19:00,UTC,,1020.8,0,59,0,-1,12.2,4.4,,354,4.2,2.5
2021,5,31,20:00,UTC,,1021.2,0,63,0,-1,11.4,4.6,,356,3.8,2.3
2021,5,31,21:00,UTC,,1021.7,0,66,0,-1,10.5,4.3,,356,3,1.7
2021,5,31,22:00,UTC,,1022,0,67,0,-1,10.2,4.4,,355,3.8,2
2021,5,31,23:00,UTC,,1022.5,0,74,0,-1,8.7,4.3,,358,2.9,1.8
2021,6,1,00:00,UTC,,1023,0,83,0,-1,6.8,4.1,,0,0.6,0
2021,6,1,01:00,UTC,,1023.2,0,92,0,-1,5,3.9,,0,1,0
2021,6,1,02:00,UTC,,1023.7,0,92,0,-1,5.1,3.9,,325,1.5,0.9
2021,6,1,03:00,UTC,,1023.9,0,86,0,-1,7.1,4.9,,325,3.3,2.1
2021,6,1,04:00,UTC,,1024.2,0,76,0,-1,9.1,5,,340,3.1,1.9
2021,6,1,05:00,UTC,,1024.6,0,67,0,-1,11.4,5.4,,338,2.3,1.4
2021,6,1,06:00,UTC,,1025,0,63,0,-1,13.5,6.5,,342,2.5,1.4
2021,6,1,07:00,UTC,,1025.1,,56,0,-1,16.4,7.4,,14,2.7,1.5
2021,6,1,08:00,UTC,,1025.2,0,49,0,-1,17.9,7,,29,3.5,2.2
2021,6,1,09:00,UTC,,1025.2,0,39,0,-1,19,4.8,,10,4.5,2.7
2021,6,1,10:00,UTC,,1025.3,0,41,0,-1,18.7,5.1,,18,5,2.8
2021,6,1,11:00,UTC,,1025.3,0,38,0,-1,20.5,5.7,,41,2.3,1.3
2021,6,1,12:00,UTC,,1025.2,0,38,0,-1,21,6.1,,4,5.3,2.8
2021,6,1,13:00,UTC,,1025.2,0,35,0,-1,20.9,4.8,,355,3.8,2
2021,6,1,14:00,UTC,,1025.4,0,41,0,-1,20.5,6.9,,326,7.1,3.6
2021,6,1,15:00,UTC,,1025.3,0,41,0,-1,20.2,6.4,,310,6.7,3.2
2021,6,1,16:00,UTC,,1025.6,0,39,0,-1,19.6,5.2,,337,6.7,3.4
2021,6,1,17:00,UTC,,1025.9,0,41,0,-1,18.9,5.4,,348,4.8,2.7
2021,6,1,18:00,UTC,,1026.3,0,43,0,-1,18.3,5.4,,357,4.3,2.3
2021,6,1,19:00,UTC,,1026.8,0,50,0,-1,16.5,6,,329,2.1,1.3
2021,6,1,20:00,UTC,,1027.4,0,69,0,-1,13.8,8.2,,349,1.4,0.9
2021,6,1,21:00,UTC,,1027.8,0,70,0,-1,11.7,6.4,,146,1.1,0.6
2021,6,1,22:00,UTC,,1028.3,0,84,0,-1,9.4,6.8,,289,1.6,1
2021,6,1,23:00,UTC,,1028.7,0,87,0,-1,8,5.9,,260,1.5,0.9
2021,6,2,00:00,UTC,,1029,0,90,0,-1,7.1,5.5,,210,0.9,0.7
2021,6,2,01:00,UTC,,1029.4,0,95,0,-1,6.1,5.3,,0,0.9,0
2021,6,2,02:00,UTC,,1030,0,92,0,-1,6,4.8,,0,0.3,0
2021,6,2,03:00,UTC,,1030.1,0,91,0,-1,7.2,5.9,,234,1.5,0.8
2021,6,2,04:00,UTC,,1030.4,0,80,0,-1,9.9,6.7,,209,1.1,0.4
2021,6,2,05:00,UTC,,1030.5,0,62,0,-1,13.6,6.5,,298,1.9,0.9
2021,6,2,06:00,UTC,,1030.7,0,57,0,-1,16.3,7.8,,245,2,1
2021,6,2,07:00,UTC,,1030.7,0,46,0,-1,17.7,6.1,,296,2.5,1.3
2021,6,2,08:00,UTC,,1030.7,0,43,0,-1,19.6,6.7,,10,2,1.1
2021,6,2,09:00,UTC,,1030.6,0,39,0,-1,20.6,6.2,,13,2.9,1.4
2021,6,2,10:00,UTC,,1030.4,0,34,0,-1,21.4,4.9,,340,4.2,1.8
2021,6,2,11:00,UTC,,1030.2,0,36,0,-1,22.2,6.2,,333,3.3,2
2021,6,2,12:00,UTC,,1029.9,0,34,0,-1,22.5,6,,322,3.1,1.5
2021,6,2,13:00,UTC,,1029.8,0,34,0,-1,23,6.4,,28,2.8,1.6
2021,6,2,14:00,UTC,,1029.6,0,39,0,-1,23.3,8.6,,290,3.2,1.7
2021,6,2,15:00,UTC,,1029.5,0,33,0,-1,23,5.9,,327,3.6,2
2021,6,2,16:00,UTC,,1029.2,0,33,0,-1,23.1,6.1,,346,2.7,1.7
2021,6,2,17:00,UTC,,1029.2,0,37,0,-1,21.1,5.6,,339,6,3.7
2021,6,2,18:00,UTC,,1029.6,0,40,0,-1,19.5,5.5,,349,3.5,1.9
2021,6,2,19:00,UTC,,1030.1,0,51,0,-1,17.1,7,,345,2.9,1.7
2021,6,2,20:00,UTC,,1030.5,0,55,0,-1,14.9,6,,347,2,1.2
2021,6,2,21:00,UTC,,1030.8,0,60,0,-1,12.9,5.3,,334,1.4,0.9
2021,6,2,22:00,UTC,,1031.2,0,77,0,-1,10.3,6.5,,0,0,0
2021,6,2,23:00,UTC,,1031.5,0,88,0,-1,8.8,6.9,,0,0,0
2021,6,3,00:00,UTC,,1031.6,0,91,0,-1,7.5,6.2,,296,1,0.5
2021,6,3,01:00,UTC,,1031.7,0,92,0,-1,7.2,6,,0,0,0
2021,6,3,02:00,UTC,,1031.7,0,91,0,-1,7.2,5.8,,326,1,0.6
2021,6,3,03:00,UTC,,1031.7,0,89,0,-1,9,7.3,,360,1.4,0.7
2021,6,3,04:00,UTC,,1031.7,0,72,0,-1,12.3,7.3,,18,1.6,0.9
2021,6,3,05:00,UTC,,1031.7,0,61,0,-1,15.6,8.1,,12,1.4,0.9
2021,6,3,06:00,UTC,,1031.8,0,59,0,-1,17.8,9.7,,21,1.5,0.9
2021,6,3,07:00,UTC,,1031.7,0,51,0,-1,19.7,9.4,,332,1.9,1
2021,6,3,08:00,UTC,,1031.7,0,48,0,-1,22.1,10.5,,26,1.6,0.9
2021,6,3,09:00,UTC,,1031.4,0,42,0,-1,23.5,9.9,,241,1.7,0.7
2021,6,3,10:00,UTC,,1031.2,0,44,0,-1,24.1,11.2,,333,2,0.9
2021,6,3,11:00,UTC,,1030.7,0,38,0,-1,25.5,10,,38,2,0.9
2021,6,3,12:00,UTC,,1030.3,0,38,0,-1,25.1,9.9,,42,3.4,2
2021,6,3,13:00,UTC,,1029.8,0,41,0,-1,25.8,11.6,,99,4,2.2
2021,6,3,14:00,UTC,,1029.3,0,35,0,-1,25.1,8.6,,159,4.8,3.1
2021,6,3,15:00,UTC,,1028.9,0,42,0,-1,23.6,9.7,,247,5.6,2.9
2021,6,3,16:00,UTC,,1029,0,41,0,-1,22.7,8.7,,323,5.8,2.7
2021,6,3,17:00,UTC,,1028.9,0,40,0,-1,22.6,8.5,,335,5.2,2.9
2021,6,3,18:00,UTC,,1029,0,45,0,-1,20.9,8.5,,331,3.3,1.8
2021,6,3,19:00,UTC,,1029.1,0,52,0,-1,18.5,8.5,,283,1.6,0.7
2021,6,3,20:00,UTC,,1029.3,0,57,0,-1,16.3,7.8,,325,1.7,1.1
2021,6,3,21:00,UTC,,1029.5,0,70,0,-1,14,8.7,,261,1.1,0.7
2021,6,3,22:00,UTC,,1029.8,0,73,0,-1,12.7,8,,225,1.1,0.7
2021,6,3,23:00,UTC,,1029.8,0,83,0,-1,10.7,8,,153,1.4,1.1
2021,6,4,00:00,UTC,,1029.8,0,84,0,-1,10.4,7.8,,158,1.4,1.2
2021,6,4,01:00,UTC,,1029.9,0,92,0,-1,8.7,7.5,,134,1.5,1.2
2021,6,4,02:00,UTC,,1029.8,0,89,0,-1,9.4,7.7,,55,1.2,0.3
2021,6,4,03:00,UTC,,1029.6,0,88,0,-1,11.4,9.4,,90,1.4,0.8
2021,6,4,04:00,UTC,,1029.4,0,74,0,-1,14.1,9.5,,106,1.3,0.7
2021,6,4,05:00,UTC,,1029.1,0,62,0,-1,18.1,10.7,,100,2,1.2
2021,6,4,06:00,UTC,,1028.8,0,52,0,-1,20.5,10.4,,18,1.3,0.7
2021,6,4,07:00,UTC,,1028.4,0,48,0,-1,22,10.5,,5,2.5,1.5
2021,6,4,08:00,UTC,,1028.1,0,39,0,-1,22.9,8.3,,144,4.7,2.1
2021,6,4,09:00,UTC,,1027.7,0,42,0,-1,23.8,10,,129,3.5,1.3
2021,6,4,10:00,UTC,,1027,0,36,0,-1,24.3,8.5,,132,5.5,2.3
2021,6,4,11:00,UTC,,1026.3,0,37,0,-1,24.5,8.9,,148,6.9,3.9
2021,6,4,12:00,UTC,,1025.5,0,37,0,-1,25.2,9.5,,168,4.1,1.6
2021,6,4,13:00,UTC,,1024.6,0,33,0,-1,25.2,8,,226,2.9,1.7
2021,6,4,14:00,UTC,,1023.8,0,34,0,-1,26,8.9,,156,3.2,2.2
2021,6,4,15:00,UTC,,1023.3,0,40,0,-1,22.9,8.7,,315,8.9,3.5
2021,6,4,16:00,UTC,,1023.6,0,43,0,-1,21.2,8.3,,317,6,2.8
2021,6,4,17:00,UTC,,1023.8,0,41,0,-1,21.2,7.4,,327,7.2,2.9
2021,6,4,18:00,UTC,,1023.6,0,45,0,-1,20.1,7.7,,326,3.8,1.9
2021,6,4,19:00,UTC,,1023.7,0,51,0,-1,18.4,8.2,,315,2.1,1.1
2021,6,4,20:00,UTC,,1023.7,0,65,0,-1,15.7,9.1,,0,0.7,0
2021,6,4,21:00,UTC,,1023.6,0,73,0,-1,13.9,9,,247,1.3,0.9
2021,6,4,22:00,UTC,,1023.2,0,81,0,-1,12.2,9,,0,0.6,0
2021,6,4,23:00,UTC,,1023.3,0,85,0,-1,11.2,8.7,,233,1.4,0.6
2021,6,5,00:00,UTC,,1023.3,0,88,0,-1,10.4,8.5,,240,1.7,0.6
2021,6,5,01:00,UTC,,1022.9,0,95,0,-1,10.6,9.9,,0,0.8,0
2021,6,5,02:00,UTC,,1022.7,0,94,0,-1,10.8,9.9,,191,1.1,0.5
2021,6,5,03:00,UTC,,1022.5,0,92,0,-1,12.2,10.9,,256,1.9,0.5
2021,6,5,04:00,UTC,,1022.3,0,81,0,-1,14.4,11.2,,269,1.5,0.5
2021,6,5,05:00,UTC,,1022.2,0,72,0,-1,16.4,11.3,,283,2.2,1.1
2021,6,5,06:00,UTC,,1022.1,0,63,0,-1,17.4,10.4,,269,2.5,1
2021,6,5,07:00,UTC,,1021.9,0,56,0,-1,18.9,10,,342,2.5,1.4
2021,6,5,08:00,UTC,,1021.7,0,45,0,-1,21.4,9,,257,4.4,2.4
2021,6,5,09:00,UTC,,1021.4,0,40,0,-1,22.3,7.9,,254,4.1,2
2021,6,5,10:00,UTC,,1021,0,42,0,-1,22.4,9,,336,5.1,2.4
2021,6,5,11:00,UTC,,1020.8,0,40,0,-1,23.3,8.8,,322,4.8,2.5
2021,6,5,12:00,UTC,,1020.5,0,43,0,-1,23,9.6,,297,5.2,2.1
2021,6,5,13:00,UTC,,1020.1,0,41,0,-1,23.9,9.7,,327,4.4,2.1
2021,6,5,14:00,UTC,,1019.8,0,40,0,-1,24.1,9.8,,311,4.8,2.3
2021,6,5,15:00,UTC,,1019.4,0,39,0,-1,24.4,9.5,,290,4.5,2.4
2021,6,5,16:00,UTC,,1019.5,0,41,0,-1,23.4,9.2,,300,4,1.8
2021,6,5,17:00,UTC,,1019.4,0,37,0,-1,23,7.4,,291,4.4,2.1
2021,6,5,18:00,UTC,,1019.8,0,46,0,-1,20.8,8.6,,310,5.2,2
2021,6,5,19:00,UTC,,1020,0,53,0,-1,18.5,8.9,,320,1.6,0.6
2021,6,5,20:00,UTC,,1020.1,0,65,0,-1,15.9,9.4,,0,0.5,0
2021,6,5,21:00,UTC,,1020.4,0,71,0,-1,14.2,8.9,,238,1.6,1
2021,6,5,22:00,UTC,,1020.3,0,73,0,-1,12.8,8.1,,172,1.9,1.1
2021,6,5,23:00,UTC,,1020.3,0,83,0,-1,10.9,8.1,,136,1.7,1.5
2021,6,6,00:00,UTC,,1020.2,0,83,0,-1,9.9,7.2,,154,1.4,1
2021,6,6,01:00,UTC,,1020.2,0,91,0,-1,8.9,7.4,,0,0.8,0
2021,6,6,02:00,UTC,,1020,0,87,0,-1,8.9,6.9,,146,0.9,0.6
2021,6,6,03:00,UTC,,1019.8,0,82,0,-1,10.7,7.7,,194,1.1,0.9
2021,6,6,04:00,UTC,,1019.6,0,68,0,-1,14.6,8.7,,165,2.1,1.6
2021,6,6,05:00,UTC,,1019.4,0,56,0,-1,17.4,8.4,,225,3.4,2.2
2021,6,6,06:00,UTC,,1019.2,0,52,0,-1,18.4,8.4,,224,2.9,1.8
2021,6,6,07:00,UTC,,1019,0,42,0,-1,21.5,7.9,,223,4.1,2.3
2021,6,6,08:00,UTC,,1018.8,0,39,0,-1,22.6,8.1,,219,4.5,2.5
2021,6,6,09:00,UTC,,1018.6,0,39,0,-1,23.2,8.3,,61,2,1.1
2021,6,6,10:00,UTC,,1018.5,0,41,0,-1,23.7,9.6,,337,3.2,1.7
2021,6,6,11:00,UTC,,1018.2,0,48,0,-1,24.4,12.5,,337,4.2,2.2
2021,6,6,12:00,UTC,,1018,0,42,0,-1,24.8,10.9,,335,3.6,1.9
2021,6,6,13:00,UTC,,1017.7,0,46,0,-1,25,12.5,,304,4.6,2.2
2021,6,6,14:00,UTC,,1017.6,0,40,0,-1,24.8,10.4,,334,5.9,2.8
2021,6,6,15:00,UTC,,1017.8,0,41,0,-1,24.5,10.3,,324,3.9,2
2021,6,6,16:00,UTC,,1017.7,0,46,0,-1,23.4,11.1,,330,4.7,2.3
2021,6,6,17:00,UTC,,1017.7,0,48,0,-1,23.2,11.7,,304,4.3,1.9
2021,6,6,18:00,UTC,,1018,0,53,0,-1,22.2,12.2,,329,3,1.1
2021,6,6,19:00,UTC,,1018.5,0,61,0,-1,19.2,11.4,,321,2.6,1.5
2021,6,6,20:00,UTC,,1018.8,0,72,0,-1,16.9,11.8,,286,1.9,1
2021,6,6,21:00,UTC,,1018.8,0,80,0,-1,15.1,11.7,,318,1.6,0.9
2021,6,6,22:00,UTC,,1019.1,0,89,0,-1,12.9,11.2,,294,1.2,0.4
2021,6,6,23:00,UTC,,1019.1,0,95,0,-1,11.7,10.9,,235,1.7,0.9
2021,6,7,00:00,UTC,,1019.3,0,96,0,-1,10.2,9.7,,267,2.3,1.4
2021,6,7,01:00,UTC,,1019.2,0,97,0,-1,10.1,9.7,,0,1,0
2021,6,7,02:00,UTC,,1019.3,0,99,0,-1,10.2,10,,280,1.4,0.8
2021,6,7,03:00,UTC,,1019.1,0,97,0,-1,12,11.5,,317,2.7,1.5
2021,6,7,04:00,UTC,,1019.2,0,88,0,-1,13.5,11.5,,130,1.5,0.6
2021,6,7,05:00,UTC,,1019.2,0,74,0,-1,16.6,12,,106,1.6,0.8
2021,6,7,06:00,UTC,,1018.9,0,65,0,-1,19.7,13,,72,2.2,0.9
2021,6,7,07:00,UTC,,1019.1,0,61,0,-1,20.7,12.9,,214,2.2,1.2
2021,6,7,08:00,UTC,,1019.2,0,58,0,-1,21,12.6,,295,2.5,1.4
2021,6,7,09:00,UTC,,1019.1,0,56,0,-1,22.4,13.3,,317,2.7,1.5
2021,6,7,10:00,UTC,,1018.9,0,49,0,-1,23.8,12.4,,243,3.3,2
2021,6,7,11:00,UTC,,1018.6,0,51,0,-1,23.8,13.1,,271,2.9,1.6
2021,6,7,12:00,UTC,,1018.5,0,46,0,-1,24,11.7,,293,4.4,2
2021,6,7,13:00,UTC,,1018.3,0,42,0,-1,23.9,10.3,,302,5.3,2.7
2021,6,7,14:00,UTC,,1018.4,0,46,0,-1,23.1,11,,298,6.3,3
2021,6,7,15:00,UTC,,1018.4,0,52,0,-1,22,11.7,,329,4.5,2.4
2021,6,7,16:00,UTC,,1018,0,44,0,-1,22.1,9.2,,338,2.9,1.4
2021,6,7,17:00,UTC,,1017.9,0,50,0,-1,21.5,10.5,,325,2.7,1.3
2021,6,7,18:00,UTC,,1018.1,0,58,0,-1,20.5,12,,268,3.5,1.3
2021,6,7,19:00,UTC,,1018.2,0,62,0,-1,19.4,11.9,,298,1.7,0.8
2021,6,7,20:00,UTC,,1018.4,0,71,0,-1,17.9,12.6,,321,1.8,0.7
2021,6,7,21:00,UTC,,1018.5,0,74,0,-1,17.1,12.4,,323,2.5,1.1
2021,6,7,22:00,UTC,,1018.4,0,78,0,-1,16.2,12.3,,309,2,1.1
2021,6,7,23:00,UTC,,1018.3,0,82,0,-1,15.7,12.6,,273,1.4,0.4
